age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown
1.6064446787707585,-0.1353891222224343,0.2566303544255488,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,0.010952774997669909,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.2881876169285078,-0.1353891222224343,-0.43776817395973017,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,-0.41632043267779223,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.7475857888046892,-0.1353891222224343,-0.44663702933645794,0.8942757071980315,2.290073192592288,-1.2987088669371813,-0.7076430742746982,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.5706712730375615,-0.1353891222224343,0.047391062759785954,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,-0.6454942440673582,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.7475857888046892,-0.1353891222224343,-0.446965505461522,-1.1182233755775686,-0.43666726602219746,-1.2987088669371813,-0.23375824394373113,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5592633513986534,-0.1353891222224343,-0.3714159966968038,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,-0.4629320553332972,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-1.2183918823197786,-0.1353891222224343,-0.30046515368298155,0.8942757071980315,2.290073192592288,-1.2987088669371813,-0.15995650807251494,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.099865179522472,7.386117758833492,-0.44663702933645794,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,0.47318469966476073,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.6064446787707585,-0.1353891222224343,-0.4075483704538429,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,-0.8086349233616256,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.1940263982254899,-0.1353891222224343,-0.2525076394236387,0.8942757071980315,-0.43666726602219746,-1.2987088669371813,-0.7892134139218319,-0.5689975010469114,-0.4104778614801853,-0.329819767267766,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
